,title,company,rating,search_city,location,salary,age,summary
489,Safety Risk & Reliability Consultant,Arup,4.1,Manchester,Manchester,,28 days ago,"Interest and experience in risk-based design, data analytics, numerical/statistical analysis (such as Monte Carlo Simulation) uncertainty quantification, human…"
490,Commercial management manager,BT,3.8,Manchester,Manchester,,12 days ago,"Use Data Analytics - Uses complex data analysis to show underlying principles, process or systems improvements.We'll also need to see these on your CV."
491,European Supply Chain Digital Analyst,Kellogg Company,3.7,Manchester,Manchester,,5 days ago,Support the implementation of the European Customer Logistics and the Digital Supply Chain Strategies via data analytics & the provision of key reports.
492,Data Analytics - Project Manager,BRUIN Financial,,Manchester,Manchester,"£65,000 a year",30+ days ago,"Data Analytics  Project Manager.As Data Analytics Project Manager you will be responsible for the coordination, planning and execution of analytics and…"
493,Social Media Manager,Michael Page UK,3.3,Manchester,Manchester,"£27,000 - £31,000 a year",30+ days ago,Have a proven background in social media distribution and conducting data analytics.A leading organisation in Manchester who are offering a fantastic career…
494,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
495,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
496,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
497,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
498,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
499,eDiscovery Associate - Manchester,EY,4.0,Manchester,Manchester,,30+ days ago,EY’s Forensic Discovery Analytics team forms part of the Forensic & Integrity Services business unit and specialises in forensic technology services…
500,Planning Manager,Capita Plc,3.2,Manchester,Manchester,,14 days ago,"Experience of data analytics and reporting.Producing and presenting data to a high standard.You will work closely with other functions within Operations,…"
501,Senior Fraud Analyst,RBS,3.9,Manchester,Manchester M3,,12 days ago,"Take on a new challenge in Data & Analytics and help us shape the future of our business.Performing data extraction, storage, manipulation, processing and…"
502,Senior Resource Manager,PwC,4.0,Manchester,Manchester,,30+ days ago,Utilise extensive data analytics to bring insight for the business unit by identifying trends and key risks and offering proactive solutions.
503,IT Support Technician Apprentice,Estio Training,,Manchester,Manchester M2,,18 days ago,"Agents, technical and financial departments alike enjoy the easy to use, enterprise level yet value for money system.A passion for web-based software."
504,Senior Data Analytics and Modelling Officer - Fixed Term,Agility Resourcing,,Manchester,Manchester,"£47,000 a year",15 days ago,"Senior Data Analytics and Modelling Officer - Fixed Term*.The Senior Data Analytics and Modelling Officer will be required to deliver information, data,…"
505,Senior Data Scientist,Peak,,Manchester,Manchester,,30+ days ago,"Experience in any of the following: statistical modelling, machine learning, data mining, unstructured data analytics or natural language processing."
506,Senior Data Scientists,Aspire Data Recruitment,,Manchester,Manchester,"£55,000 - £75,000 a year",30+ days ago,"Expertise in statistical and mathematical methods, including: mathematical modeling, optimization (e.g., discrete/continuous, constrained/unconstrained, linear…"
507,Business Development Manager,ITV Jobs,4.0,Manchester,Manchester,,6 days ago,"Building relationships with local businesses such as hotels, you will deliver highly effective sales campaigns combining data, analytics and consumer…"
508,HRRC Coordinator,Amazon UK Services Ltd.,3.6,Manchester,Bolton,,12 days ago,"Data Analytics: Produce and analyze reports to assist with labor planning and management.Utilize HRIS systems for data entry, modification, and reporting."
509,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
510,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
511,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
512,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
513,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
514,Finance Analyst,Michael Page UK,3.3,Manchester,,"£42,000 - £50,000 a year",30+ days ago,"A finance professional looking for a 'hands on' analyst role; roughly 70 % data analytics and monthly commentary work, and 30% finance business partnering,…"
515,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
516,Finance Analyst,CHEP,3.5,Manchester,Manchester,,17 days ago,Combining FP&A data analytics with business insights to produce accurate budgets and forecasts and clearly measure and communicate performance against these.
517,Transformation Principal,DXC,3.2,Manchester,Manchester,,4 days ago,Drives initial Data Analytics to demonstrate opportunities with the account and client.The DOIT Principal engages with an account and client to understand the…
518,Research Scientist – Research & Applied Data Science,Aspire Data Recruitment,,Manchester,Manchester,"£45,000 - £55,000 a year",30+ days ago,"Expertise in statistical and mathematical methods, including: mathematical modeling and regression; supervised and unsupervised machine learning for data…"
519,Senior Product Manager - Apps,Booking.com,3.8,Manchester,Manchester,,30+ days ago,"In this role as Senior Product Manager, Apps & Engagement, using data and customer feedback, you will derive an understanding of the nuanced customer needs…"
520,Test Analyst,Head Resourcing Limited,,Manchester,Manchester,£400 a day,30+ days ago,You will work closely with Data Analytics team and will be testing the integrity of complex databases and the output of data for surfacing in business integral…
521,HR Senior Advisor,GMCA,,Manchester,Manchester,"£31,371 - £34,788 a year",6 days ago,"Analytical – the role will involve reviewing, developing and implementing methods of measurement and data analytics.Advert closes 27th Jan 23:59."
522,HRRC Coordinator (Part-Time),Amazon UK Services Ltd.,3.6,Manchester,Bolton,,12 days ago,"Data Analytics: Produce and analyze reports to assist with labor planning and management.Utilize HRIS systems for data entry, modification, and reporting."
523,Senior Research Manager,Booking.com,3.8,Manchester,Manchester,,30+ days ago,"Work closely with our Data, Analytics and Marketing teams to validate and spot connections across data sources and connect disparate data points across consumer…"
524,Sales Development Representative,Peak,,Manchester,Manchester,,7 days ago,"An entry level role, working closely with the sales & marketing teams to identify and develop opportunities for the sales team."
525,Graduate Work placement IT Manchester Autumn 2020,PwC,4.0,Manchester,Manchester,,30+ days ago,"Data Intelligence - You’ll support a range of services, from publishing standard reports, supporting colleagues perform self-service analytics, through to the…"
526,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
527,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
528,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
529,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
530,Graduate Programme Audit Digital Audit Manchester Spring 202...,PwC,4.0,Manchester,Manchester,,30+ days ago,"You’ll be checking IT systems to ensure they are appropriately controlled by management and to check that data produced is accurate, highlighting and…"
531,Senior Data Scientist,Jacobs,3.9,Manchester,Manchester,,30+ days ago,"The ideal candidate is an individual with a passion for problem solving from a data-led perspective, who has experience in data analytics or data science and a…"
532,Data Analyst Coach,Newtons Recruitment,,Manchester,Manchester,"£40,000 - £50,000 a year",11 days ago,"Delivery experience in Data Analyst L4 or equivalent.Data Analyst L4 or equivalent: 2 years (Required).By applying, you consent to Newtons Recruitment using…"
533,Document Automation Manager,Bryan Cave Leighton Paisner LLP,,Manchester,Manchester,,30+ days ago,"Provide reporting and data analytics on the document automation service.In addition to completion, by applicants who accept a job offer, of a regulatory…"
534,Resource Planning Manager - DJPF1295,Douglas Jackson,,Manchester,Manchester,"£45,000 a year",14 days ago,"Working in partnership with customer focused organisations, we offer a professional, trusted and quality service, to identify, attract and hire talented…"
535,Technology Risk Assurance - IT Controls Manager,BDO,3.7,Manchester,Manchester,,12 days ago,O Data Analytics and Data Management;Experience of leading IT engagements using complex and advanced data analytics.O Data and Cyber Security;
536,Commercial Planning Manager,BT,3.8,Manchester,Manchester,,30+ days ago,"Someone that is good with data and insight?This role, will work alongside the Senior Major and Public Sector Planning Manager as a point of coordination across…"
537,Senior Research Scientist – Pricing Analytics,Aspire Data Recruitment,,Manchester,Manchester,"£75,000 a year",30+ days ago,"Expertise in statistical and mathematical methods, including: mathematical modeling, optimization (e.g., discrete/continuous, constrained/unconstrained, linear…"
538,Business Analyst,MHR,3.6,Manchester,Manchester,,28 days ago,"Understanding of data, analytics and artificial intelligence technologies.Due to continued growth, MHR Analytics are recruiting for a Business Analyst to…"
539,Business Analyst (Inside IR35),Public Sector Resourcing,2.8,Manchester,Manchester,,30+ days ago,"Understanding of standard data management, data transformation, business intelligence and analytics capabilities.As *Business Analyst you will: ."
540,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
541,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
542,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
543,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
544,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
545,"Network Operation Center (NOC) Analyst (NOC, Networks)",Ampersand Consulting,3.7,Manchester,Runcorn,"£45,000 - £55,000 a year",30+ days ago,"Experience in some SQL, Python, Data Analytics/Analysis, Omnicscope type tools/coding.The UKs leading provider of IT Solutions and Services are looking to hire…"
546,Principal Engineer Data Analytics,MBDA,3.7,Manchester,Bolton,,30+ days ago,Role Title and Location: Principal Engineer Data Analytics - Bolton.To help shape & manage the future of data analytics for our UK manufacturing business.
547,Senior Analyst (CS),Booking.com,3.8,Manchester,Manchester,,30+ days ago,Good knowledge in Excel data manipulation.The role of Senior CS Product Analyst sits across both the CS Data Analytics and CS Product teams and has…
548,"Senior Consultant, Technology & Digital Risk, Corporate & Pu...",Deloitte,4.0,Manchester,Manchester,,Today,A technology related background and or experience of data analytics is desired.Your OpportunityTechnology continues to evolve as a key enabler for all…
549,HR Insights Analyst,AXA UK,3.8,Manchester,Bolton BL6,"£25,000 a year",Today,"Good understanding of current and emerging trends in data, people analytics, storytelling with data and their potential to deliver business benefits."
550,Manchester - BI Developer,Opus Recruitment Solutions,4.6,Manchester,Manchester,"£40,000 - £50,000 a year",4 days ago,"In addition, you’ll be implementing best practice, industry standard methodologies in data analytics and visualisation to deliver against business objectives."
551,Renewable Energy Manager,Hernshead Recruitment,,Manchester,Manchester,"£50,000 - £55,000 a year",15 days ago,"In this technical manager role, you’ll be given the freedom to review and analyse the current setup and then given the time to research and decide on future…"
552,Graduate Sales Executive,This Is Prime,5.0,Manchester,Manchester,"£20,000 - £24,000 a year",8 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
553,Enterprise Data Architect,AstraZeneca,4.1,Manchester,Macclesfield SK10,,30+ days ago,"Collaborating with IT teams, business analysts and data analytics teams to understand data consumers' needs and support developing solutions."
554,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
555,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
556,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
557,Business Analyst,Certas Energy,2.3,Manchester,Warrington WA3,,30+ days ago,"As a Data Analyst you will be responsible for development, maintenance and management of the HSE data systems and will deliver HSE data analytics/reporting…"
558,"Senior Safety, Risk & Reliability Consultant",Arup,4.1,Manchester,Manchester,,28 days ago,"Interest and experience in risk-based design, data analytics, numerical/statistical analysis (such as Monte Carlo Simulation) uncertainty quantification, human…"
559,Project Manager,Head Resourcing Limited,,Manchester,Manchester,£400 - £475 a day,30+ days ago,"Project Manager (Data Analytics / Azure).The role will be leading an Analytics project, a complex project focusing on learner analytics and business…"
560,Affiliate Partnerships Manager,The Dining Club Group,,Manchester,Manchester,,18 days ago,Proven analytical capabilities and understands BI and data analytics.Job Title: Affiliate Partnerships Manager.Reporting to: Consumer Partnerships Manager.
561,Programme Lead,Newtons Recruitment,,Manchester,Manchester,"£55,000 a year",9 days ago,"Proven record within Data Analytics provision.By applying, you consent to Newtons Recruitment using your personal data to contact you in relation to this role."
562,IT Support Technician Apprentice,Estio Technology,,Manchester,Greater Manchester,,17 days ago,Job Title: IT Support Technician Apprentice.Salary: National Minimum Wage (For Age).Please contact Grace on Grace.Bonner@estio.co.Uk or call 01133 500 333.
563,Graduate Digital Engineer,Costain House,,Manchester,Manchester M22,,21 days ago,"We will support teams to automate their workflows, and at the same time create new data insights through data analytics.About Costain and your project.:"
564,Senior Incident Response Consultant,Outsource UK,3.0,Manchester,Manchester,"£50,000 - £75,000 a year",8 days ago,Ingest of available data into data analytics platforms for analysis.Outsource UKs Cyber team are looking for a Senior Incident Response Consultant to work for…
565,Principal AI Engineer,Peak,,Manchester,Manchester,,30+ days ago,"Experience in using Data Analytics, ML and statistics to solve business problems.Collaborating with Architects, Engineers and Data Science teams to help select…"
566,i-Trent Systems Administrator,Global Project Resources,,Manchester,Rochdale,£21.13 an hour,29 days ago,Demonstrable experience of working with senior stakeholders to review and improve processes and data analytics.Ideal candidates will demonstrate the following:
567,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
568,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
569,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
570,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
571,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
572,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
573,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
574,Finance Analyst,Michael Page UK,3.3,Manchester,,"£42,000 - £50,000 a year",30+ days ago,"A finance professional looking for a 'hands on' analyst role; roughly 70 % data analytics and monthly commentary work, and 30% finance business partnering,…"
575,React Developer,Oscar Technology,4.0,Manchester,Manchester,"£30,000 - £40,000 a year",3 days ago,"In this role you will get the opportunity to work with ReactJs with constant support, learning and development throughout.22 days holiday plus bank holidays."
576,Senior Statistical Analyst,Aspire Data Recruitment,,Manchester,Manchester,"£38,000 - £48,000 a year",30+ days ago,Work with other team members to ensure an integrated approach is taken between data analytics and modelling.Significant experience working in computer code and…
577,Service Operations Manager - Utilities - DJHB1034,Douglas Jackson,,Manchester,Manchester,"£45,000 a year",30+ days ago,"Working in partnership with customer focused organisations, we offer a professional, trusted and quality service, to identify, attract and hire talented…"
578,Lead - Tax,Orica,,Manchester,Manchester,,30+ days ago,Assist the EMEA Tax Manager with developing the regional tax data analytics and reports.The position will manage the tax affairs of Orica's EME (Europe &…
579,Marketing Technology and CRM Systems Manager,Freshfields Bruckhaus Deringer LLP,4.1,Manchester,Manchester,,10 days ago,Broad knowledge of marketing data analytics and data science approaches.Data augmentation/enhancing — enhance data using information from internal documents…
580,Principal Consultant - Transport Technology / ITS,Jacobs,3.9,Manchester,Manchester,,30+ days ago,Projects may vary from individual assignments or working in a small delivery team through to working with and supporting multi-disciplinary teams in different…
581,Internal Audit Manager,Michael Page UK,3.3,Manchester,Manchester,"£60,000 - £70,000 a year",30+ days ago,Must have in-depth knowledge of audit methodologies including data analytics.Internal Audit Manager opportunity within Financial Services.
582,Business Intelligence Project Manager,Venturi,5.0,Manchester,Manchester,£400 - £500 a day,30+ days ago,Have a strong interest and career history in Business Intelligence or Data Analytics.You must have strong experience in Project Management of BI & Data…
583,BCLP Cubed Senior Associate - DSAR Projects,Bryan Cave Leighton Paisner LLP,,Manchester,Manchester,,30+ days ago,"In addition to completion, by applicants who accept a job offer, of a regulatory questionnaire, Bryan Cave Leighton Paisner uses a specialist provider to…"
584,Junior Business Analyst,Inspiring Interns,4.5,Manchester,Manchester,"£18,000 a year",30+ days ago,"Previous experience in Dynamics AX, Sharepoint, Data analytics tools is desirable.Our client is an international wall decoration group which product categories…"
585,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
586,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
587,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
588,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
589,IT External Audit Manager,Mazars,3.7,Manchester,Manchester,,30+ days ago,"The Technology Solutions Team also delivers services such as Cyber, Data Privacy, Forensics, Data Analytics and IT Outsourcing."
590,Finance Analyst - Asset and Liability Management,Recruitment Solutions (NW),,Manchester,Cheadle,"£28,000 - £35,000 a year",30+ days ago,Experience of creating models and reports using tabular and dimensional (e.g. OLAP Cube) data sources or data mining.Advanced knowledge of Microsoft Excel.
591,Online and Ecommerce Coordinator / Merchandiser Internship,SMUKLondon,,Manchester,Eccleston,,30+ days ago,Monitor the site Data Analytics to base conclusions and initiate further optimization to increase conversion.Optimize the Visitors journey on site and optimize…
592,IT Assurance Manager,Mazars,3.7,Manchester,Manchester,,30+ days ago,"The Technology Solutions Team also delivers services such as Cyber, Data Privacy, Forensics, Data Analytics and IT Outsourcing."
593,Finance Analyst,Michael Page UK,3.3,Manchester,Bury,"£42,000 - £50,000 a year",30+ days ago,"A finance professional looking for a 'hands on' analyst role; roughly 70 % data analytics and monthly commentary work, and 30% finance business partnering,…"
594,HR Systems Specialist,Essential Employment,4.0,Manchester,Rochdale,£21.13 an hour,28 days ago,"Management information and data analytics are a must in today’s world for organisations to understand their business dynamics, changes in the needs for services…"
595,BCLP Cubed Senior Associate - Commercial Contracts,Bryan Cave Leighton Paisner LLP,,Manchester,Manchester,,30+ days ago,"In addition to completion, by applicants who accept a job offer, of a regulatory questionnaire, Bryan Cave Leighton Paisner uses a specialist provider to…"
596,"Senior Consultant, Risk Advisory, Technology & Digital Risk,...",Deloitte,4.0,Manchester,Manchester,,30+ days ago,A technology related background and or experience of data analytics is desired.Your OpportunityTechnology continues to evolve as a key enabler for all…
597,Senior Web Developer,Jacobs,3.9,Manchester,Manchester,,30+ days ago,"Whilst the role is in the Development team the successful candidate will also work closely with the Data Analytics, Sales and Operations teams, gaining good…"
598,Speech Analyst - DJPF1296,Douglas Jackson,,Manchester,Manchester,"£35,000 a year",14 days ago,"Data management disciplines, including consumption of data through Microsoft BI stack and ETL package experience.Salary: * Up to £35,000 + Benefits."
599,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
600,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
601,PE Software Digital Platform Graduate,Jaguar Land Rover,3.8,Manchester,,"£29,000 a year",30+ days ago,"There are many different projects that you could be engaged in from day one including software over the air vehicle updates, vehicle IOT connection, big data…"
602,Principal Data Analytics Engineer,Cirrus Selection,5.0,Manchester,,"£45,000 a year",30+ days ago,Principal Data Analytics Engineer accountabilities Include.Principal Data Analytics Engineer Skills Required.Definition and document business requirements.
603,Graduate Sales Development Representative,THIS IS PRIME LIMITED,,Manchester,,"£22,000 - £28,000 a year",7 days ago,"They are experts in everything Data, Analytics & Business Intelligence - ensuring that businesses can get the insights they need from their data in a timely…"
604,Account Manager - Data & Analytics - EMEA,Selby Jennings,,Manchester,,,3 days ago,Working knowledge in a subscription based data / analytics enviorment.Creation and implementation of subject-specific presentations focusing on data solutions.
605,HRIS Manager,Sellick Partnership Limited,3.5,Manchester,,"£60,724 a year",8 days ago,"Ability to work with large and complex data sets in a fast growing and complex data environment, communicating that data in an engaging and compelling manner."
606,Document Automation Manager,Glen Recruitment,,Manchester,Manchester,,30+ days ago,"Provide reporting and data analytics on the document automation service.This role, with an international law practice, will focus primarily on managing the…"
607,PHP Developer,Insight IT Recruitment,5.0,Manchester,Manchester,"£35,000 - £45,000 a year",15 days ago,"A highly regarded data analytics company is currently looking to welcome a PHP Developer on to the team.PHP Developer (PHP, Symfony, React, AWS) – Greater…"
608,Penetration tester (IT Security),The Hut Group,2.5,Manchester,Manchester Airport,,30+ days ago,Outstanding organisational and data analytics skills.Penetration tester (Senior and Junior Positions Available).Good understanding of network protocols.
609,Interim HR Systems Specialist – HR,Triumph Consultants Ltd,4.0,Manchester,Rochdale,£19.11 - £21.13 an hour,28 days ago,The candidate must have considerable experience of working with i-Trent in a system admin/development role as well as working with stakeholders to review and…
610,Senior Azure DevOps Engineer,SAMPRAVES TECHNOLOGY SOLUTIONS LTD,,Manchester,Halifax,"£36,000 - £42,000 a year",19 days ago,"Our main focus areas are Core Software Development, Web App Development, Mobile App Development, Data Analytics, Data Centre Maintenance and Cloud Migration."
611,"Software Engineer – .NET Core, React, AWS",Applause IT Ltd,,Manchester,Manchester,"£45,000 - £55,000 a year",3 days ago,The successful software developer will involved in the end-to-end design and delivery of a brand-new financial data analytics solution.
612,Finance Analyst,Michael Page UK,3.3,Manchester,,"£42,000 - £50,000 a year",30+ days ago,"A finance professional looking for a 'hands on' analyst role; roughly 70 % data analytics and monthly commentary work, and 30% finance business partnering,…"
613,"CRM Manager - Manchester - £50,000",Circle Recruitment,,Manchester,,"£40,000 - £50,000 a year",5 days ago,"Leading CRM projects with a range of stakeholders, e.g. Technical, Data Analytics, Creative, Product Development, platform providers, and other external…"
614,Partnership Manager for the Devolved Administrations and Lon...,EY,4.0,Manchester,,,6 days ago,Data Analytics – particularly with excel sheets.All FDI wins have the necessary evidence for verification uploaded onto Data Hub and all key Data Hub fields…
615,Trainee Recruitment Consultant,SW6 Associates,,Manchester,,"£22,000 - £40,000 a year",3 days ago,"My client is one of Europe's leading providers of recruitment services and advice to the Data & Analytics marketplace.Salary year 1 - OTE £35-40,000."
616,"Java Developer - £50,000 - AI, Machine Learning, R&D",Circle Recruitment,,Manchester,,"£40,000 - £50,000 a year",12 days ago,"Have an interest in areas such as AI and Machine Learning?Java Developer - Java 8-11, Cloud, TDD, Pair Programming, AI, Machine Learning."
617,Data Scientist,Travel Counsellors Ltd,,Manchester,,,Just posted,"Youll have the opportunity to work on greenfield projects, taking the lead on data science, Al and machine learning, whilst being a data evangelist within the…"
618,"Senior Java Developer - £55,000-£65,000 - AI, Machine Learni...",Circle Recruitment,,Manchester,,"£55,000 - £65,000 a year",5 days ago,"Have an interest in areas such as AI and Machine Learning?Senior Java Developer - Java 8-11, Cloud, TDD, Pair Programming, AI, Machine Learning."
619,Data Scientist,Age Check Certification Scheme,,Manchester,,"£22,000 - £25,000 a year",14 days ago,"You will be familiar with machine learning, data mining and use of big data tools for developing decision making and decision supporting engines."
620,Quantitative Trader,Alpha Zone Limited,,Manchester,,"£20,000 - £24,000 a year",12 days ago,"Knowledge of Machine Learning/Data Science is beneficial.Alpha Zone Ltd is a hedge fund that invests in commodities, bonds, currencies and various derivatives."
621,Software Engineer,Northrop Grumman UK,4.0,Manchester,,,30+ days ago,"With a primary focus on Java, your experience will cover different technologies within an agile environment.Different thinking for a Different world."
622,Senior Software Engineer-Machine learning numerical software...,Arm,4.1,Manchester,Manchester,,30+ days ago,"Machine learning and deep learning algorithms.You will work on all aspects of researching, developing and delivering into a machine learning library for the…"
623,Research & Development Engineer - All Levels,BBC,4.3,Manchester,Salford M50,,30+ days ago,"BBC Research & Development are looking for software engineers, Linux System Engineers to join a team building cloud computing systems at our North Lab at…"
624,Staff Software Engineer-Numerical optimization expert for ma...,Arm,4.1,Manchester,Manchester,,30+ days ago,Arm are looking for a skilled numerical developer to add to our growing team of experts developing highly tuned implementations of Machine Learning (ML)…
625,Research Associate in Atmospheric Science,The University of Manchester,4.3,Manchester,Manchester M1,"£32,816 - £40,322 a year",11 days ago,You will explore and quantify the usefulness of machine learning techniques in interrogating the detected PM instrument fingerprint through attempted source…
626,Principal Software Engineer-Machine learning framework exper...,Arm,4.1,Manchester,Manchester,,30+ days ago,"Do you have unique expertise in Machine Learning frameworks, including TensorFlow, MXNet, and PyTorch.Product owner for Arm’s machine learning on-server CPU…"
627,Computational Scientist,STFC,3.3,Manchester,Warrington,"£38,318 - £44,576 a year",5 days ago,"Actively contributing to the Hartree Centre’s wider programme of work in the area of soft matter, chemistry and materials, algorithms and software, machine…"
628,Computer Vision Researcher,Stryker,3.9,Manchester,Manchester,,30+ days ago,"Detailed implementation of modern machine learning techniques for example convolutional neural networks, random forests or bagging."
