bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10,arc11,arc12,malo1,malo2,malo3,malo4,malo5,malo6,malo7,malo8,malo9,malo10,malo11,malo12,sfpq1_1,sfpq1_2,sfpq1_3,sfpq1_4,sfpq1_5,sfpq1_6,sfpq1_7,sfpq2_1,sfpq2_2,sfpq2_3,sfpq2_4,sfpq2_5,sfpq2_6,sfpq2_7,sfpq3_1,sfpq3_2,sfpq3_3,sfpq3_4,sfpq3_5,sfpq3_6,sfpq3_7,mwd1,mwd2,mwd3,mwd4,mws1,mws2,mws3,mws4,eese1,eese2,eese3,eese4,eese5,eese6,eese7,eese8,eesi1,eesi2,eesi3,eesi4,eesi5,eesi6,eesi7,eesi8,tas5,tas13,tas21,tas30,tas37,tas45,tas53,tas60,tas68,tas73,tas81,tas90,tas99,tas108,tas116,tas123,tas131,tas141,tas149,tas156,tas165,tas173,tas182,tas189,tas197,tas208,tas215,tas223,tas231,tas238,tas249,tas257,tas265,tas273,d_eng,d_age,d_gender,attn1b,attn1b_8_TEXT,attn2,ARCES,MAASLO,SFPQT,MWS,MWD,IF,EF,TAS,extra,agree,consci,neurot,open
3,4,4,1,5,2,5,2,2,5,5,5,5,2,4,3,4,4,2,5,2,5,3,1,4,2,5,5,1,4,3,5,5,1,4,3,5,5,2,4,5,4,2,4,4,4,3,5,4,4,3,3,4,5,3,4,5,4,5,2,3,3,4,3,2,4,3,4,2,5,5,5,3,4,3,1,5,4,5,4,4,2,5,2,4,4,3,4,5,5,7,6,7,5,5,6,5,6,7,7,7,6,6,7,7,5,4,5,5,6,6,6,6,1,4,3,2,2,2,2,3,2,1,1,3,3,1,3,3,2,3,2,1,3,1,2,3,1,3,1,2,2,4,1,4,2,4,1,43,male,8,I read the instructions,2,4.083333333,3.5,3.761904762,5.25,6.25,5.375,6.625,2.264705882,2.875,4.666666667,3.888888889,1.5,4.4
4,5,5,1,5,3,5,4,2,5,4,5,5,2,5,4,5,4,2,4,3,4,5,2,4,5,5,5,2,5,5,5,4,1,3,4,5,5,2,5,4,5,3,2,4,3,5,3,5,4,5,3,4,5,4,5,4,4,1,3,4,1,6,4,2,3,1,2,3,4,5,5,4,4,5,4,4,5,3,4,4,5,4,4,4,3,4,4,4,7,4,6,1,6,3,4,6,5,6,6,7,5,7,5,6,7,5,5,7,5,5,3,7,3,3,2,3,3,4,3,2,3,4,3,2,3,3,4,3,3,3,4,4,3,4,4,3,2,4,3,2,3,3,3,4,3,4,1,46,female,8,I read the instructions,2,4.416666667,2.916666667,4.095238095,4.75,4.5,5.5,5.875,3.147058824,4,4.888888889,4.444444444,1.75,4.2
1,5,5,4,2,1,4,5,1,4,1,5,5,1,4,1,4,5,1,2,1,4,5,1,4,1,2,5,1,4,1,5,5,1,2,1,5,4,1,4,2,4,4,4,1,3,2,3,2,2,3,3,3,3,3,2,4,3,2,2,3,3,2,3,4,4,2,2,4,4,5,4,5,5,5,3,5,5,4,3,4,3,4,4,5,3,4,5,5,5,3,5,4,5,1,5,3,6,6,7,7,7,7,7,7,5,6,6,5,6,5,6,6,3,3,3,4,1,3,2,3,2,1,1,3,1,3,2,3,3,3,1,3,3,2,4,2,2,4,3,2,2,1,1,2,2,3,1,50,female,8,I read the instructions,2,2.75,2.833333333,4.238095238,3.5,4.25,5.625,6.75,2.382352941,1,4.222222222,4.777777778,1.375,3.2
5,1,5,2,5,2,5,4,3,5,5,2,5,4,4,4,2,5,4,4,3,4,4,1,4,4,2,5,4,4,2,4,4,1,2,4,2,5,4,4,4,4,3,4,2,2,2,2,2,2,3,2,2,2,2,2,5,3,3,4,5,4,4,3,2,5,2,3,3,3,4,4,4,4,4,2,4,5,5,4,5,2,5,3,4,2,4,5,5,5,5,2,5,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,3,3,3,2,1,2,1,2,1,1,1,3,1,2,3,3,3,3,1,3,3,3,2,1,2,2,2,2,2,3,3,3,1,2,1,43,female,8,I read the instructions,2,2.25,3.583333333,3.857142857,7,4.25,5.875,6,2.147058824,3.625,2.888888889,4.444444444,2.875,4
4,2,4,5,4,1,5,2,2,4,4,2,4,5,4,5,4,2,5,4,2,4,2,1,5,4,2,4,4,4,2,4,4,2,2,4,2,4,4,5,1,4,2,4,3,4,3,3,4,3,4,4,3,4,3,4,5,5,5,4,5,5,4,4,5,4,4,4,2,5,4,4,5,5,4,2,4,5,4,4,3,4,2,4,4,4,3,4,4,5,5,5,6,5,5,5,5,5,5,6,6,5,5,6,5,5,5,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,1,28,Male,8,I read the instructions,2,3.833333333,4.5,3.80952381,5,5.25,4.875,5.375,3.147058824,3.25,3.222222222,3.111111111,3.5,3.7
2,5,5,1,3,2,4,4,2,5,4,5,5,2,3,4,4,5,4,5,2,4,5,2,4,2,5,5,2,5,2,5,5,2,2,2,5,5,4,4,5,5,3,4,3,3,3,3,3,3,4,3,2,3,4,2,3,4,4,2,2,2,2,2,4,3,4,2,3,2,5,5,4,4,3,3,2,5,5,4,4,3,3,2,4,5,4,4,4,5,6,5,5,5,5,6,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,2,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,2,2,3,2,1,3,2,1,2,3,2,3,2,2,1,3,1,2,1,37,Female,8,I read the instructions,2,3.25,2.833333333,3.714285714,5.25,5.25,3,5,1.735294118,2.5,4.666666667,4.666666667,2.375,4
2,4,5,2,4,2,5,5,2,5,5,4,5,2,4,4,5,4,2,4,2,5,4,1,4,2,4,4,2,4,2,5,4,2,4,2,5,5,2,4,4,5,4,4,3,2,3,2,3,3,2,3,2,2,2,2,4,2,3,3,2,2,4,2,3,3,2,1,3,3,4,4,4,4,5,3,3,5,4,5,5,3,4,2,3,3,3,4,5,4,6,5,4,4,1,4,5,4,4,4,3,3,3,3,4,5,5,4,3,3,3,3,4,2,1,3,1,1,4,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,4,1,1,3,3,1,2,1,1,1,3,1,1,1,29,Male,8,I read the instructions,2,2.666666667,2.583333333,3.761904762,3.5,4.75,3.75,3.5,1.617647059,2.625,4.666666667,4.444444444,1.875,4.1
2,2,5,1,5,2,3,2,1,5,2,4,5,2,5,3,2,5,1,5,2,4,4,1,5,5,2,5,1,5,2,4,4,1,3,4,2,5,1,5,5,4,4,5,1,2,1,2,2,3,2,3,2,1,2,2,1,2,4,3,1,1,2,1,3,2,1,1,3,4,5,5,3,4,4,3,5,5,3,2,5,1,3,5,5,4,3,4,4,5,6,5,5,3,3,2,1,4,5,5,4,4,5,4,5,5,6,6,6,6,6,6,6,2,3,2,3,1,4,3,1,1,1,1,2,1,1,2,3,2,3,2,3,3,2,4,2,3,2,1,3,2,4,1,3,1,4,1,23,Male,8,I read the instructions,2,2.166666667,1.833333333,3.80952381,2.25,5.25,5.875,4.5,2.235294118,2.75,3,4.333333333,1.125,4.8
4,5,5,1,4,4,4,5,2,4,5,5,4,1,4,4,4,5,1,4,5,4,5,2,4,4,5,4,2,4,5,4,4,2,5,4,4,4,1,4,5,4,5,4,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,6,6,6,6,6,6,5,5,5,6,6,6,6,6,1,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,1,32,FEMALE,8,I read the instructions,2,2.25,1.5,4,1,4,5.625,5.75,2.676470588,4.375,4.333333333,4.555555556,1.5,4.2
4,5,4,1,5,4,4,4,1,5,5,4,5,3,4,4,4,4,2,4,1,5,5,4,4,4,4,5,2,4,4,4,4,2,3,5,4,4,2,4,5,5,5,5,1,2,2,1,2,2,3,2,2,2,2,2,1,2,2,1,2,3,2,2,2,1,2,2,4,2,5,4,5,4,3,3,1,5,5,3,5,4,4,1,4,5,5,4,5,2,1,3,2,2,1,2,2,6,7,6,7,7,6,6,7,6,7,6,6,6,7,7,6,2,4,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,33,Male,8,I read the instructions,2,2.083333333,1.833333333,3.857142857,1.75,2,6.375,6.5,1.5,3.875,4.333333333,4.444444444,2.125,4.3
2,4,4,1,4,1,4,4,2,5,3,5,5,3,4,2,5,5,2,4,3,2,4,3,4,4,5,5,2,4,3,4,4,2,3,4,5,5,3,4,4,4,5,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,4,2,2,2,2,2,2,2,2,2,4,3,5,4,4,4,3,3,2,5,5,4,4,3,4,3,4,4,3,4,4,5,3,4,5,2,1,2,2,6,6,5,6,6,6,6,6,6,6,5,6,5,6,6,6,2,2,2,2,1,2,3,2,1,1,1,2,1,2,2,2,2,2,3,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,38,male,8,I read the instructions,2,2.416666667,2.166666667,3.761904762,1.75,4.25,5.75,5.875,1.705882353,2.75,4.222222222,4.555555556,2.25,3.9
1,4,3,2,3,1,5,4,3,4,3,5,4,2,3,3,3,3,3,5,1,3,3,2,3,1,3,4,2,3,1,5,3,2,2,1,5,4,3,3,3,3,4,3,1,1,1,1,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,3,1,1,4,2,3,3,3,4,3,4,2,4,4,4,4,4,5,1,5,5,5,5,5,6,5,5,5,1,1,1,1,3,4,1,4,4,5,5,5,5,5,5,5,4,5,5,5,1,2,4,2,2,3,3,1,2,2,2,3,1,2,1,1,2,3,3,3,3,3,2,3,1,2,2,2,1,2,3,3,2,3,1,32,Male,8,I read the instructions,2,1.5,1.25,3.761904762,1,5.25,4.875,3.875,2.205882353,1.5,4,3.555555556,2.375,3.2
1,2,2,4,3,1,4,2,3,5,1,5,4,2,3,1,4,2,3,2,1,1,2,3,3,1,2,2,2,5,1,5,2,3,3,1,4,2,3,4,5,4,2,4,2,2,4,2,2,4,4,2,2,4,2,4,2,6,2,4,2,2,3,2,5,1,3,1,3,1,4,4,2,2,1,1,1,4,4,2,2,1,3,3,3,4,3,4,4,2,1,2,2,5,5,5,5,5,6,5,5,6,6,5,6,2,2,2,1,1,2,1,2,3,2,3,2,1,3,1,2,1,2,1,3,2,3,2,2,2,2,2,2,1,1,3,2,4,2,3,2,2,3,1,1,1,2,1,23,Genderless,8,I read the instructions,2,3,2.75,2.666666667,5,1.75,1.625,5.5,2.029411765,1,3.444444444,2.222222222,2.875,3.7
3,4,5,4,4,2,4,4,2,4,3,5,5,3,3,4,4,4,3,4,2,4,4,2,3,2,5,5,2,3,2,5,4,1,2,4,4,5,2,4,3,5,3,3,3,3,3,2,3,4,3,3,1,3,3,2,4,4,4,4,5,5,4,5,4,5,4,2,4,4,4,4,5,3,4,3,3,3,4,4,3,3,3,3,4,4,3,3,5,7,6,7,4,4,5,5,5,6,5,6,6,6,7,6,6,6,5,6,6,6,7,6,6,3,3,3,3,1,3,3,2,2,2,2,4,3,2,3,2,2,3,3,2,2,2,3,2,2,4,2,2,3,3,2,3,2,3,1,27,Female,8,I read the instructions,2,3,4.166666667,3.619047619,4.75,6,6,6,2.529411765,2.75,4.444444444,4.333333333,2.375,3.3
3,4,5,1,4,3,4,5,2,4,4,5,5,2,4,3,3,5,2,4,3,3,5,2,4,5,5,5,2,4,3,4,5,2,4,4,4,5,2,4,4,4,5,3,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,3,4,4,5,3,5,3,5,5,5,5,5,5,5,3,3,3,2,2,2,2,2,4,4,5,4,4,4,4,5,5,5,5,4,5,4,5,5,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,31,male,8,I read the instructions,2,1.5,1.083333333,4.285714286,2,2.75,4.75,4.25,1.411764706,3.5,4,5,1.875,3.9
3,2,4,3,4,2,4,2,2,5,4,4,4,4,5,4,4,1,4,5,3,5,2,2,4,3,2,4,4,4,2,4,5,2,4,4,2,5,4,4,5,4,2,3,4,4,5,3,3,4,4,3,3,3,4,3,4,5,4,5,4,3,5,4,5,6,4,4,2,3,4,5,4,4,4,3,4,4,4,4,4,4,1,3,2,3,3,3,3,6,6,5,3,6,5,5,5,4,5,5,3,5,4,4,4,4,4,4,4,5,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,3,2,2,2,4,3,4,4,3,3,4,3,4,4,3,3,3,3,3,3,2,2,1,27,Male,8,I read the instructions,2,3.833333333,4.416666667,3.380952381,5.25,5,3.875,4.25,3.029411765,3.125,3.444444444,3.222222222,3.125,4.3
1,4,2,5,5,2,4,2,2,5,1,5,2,2,5,2,4,2,3,5,2,4,1,2,5,2,4,2,4,5,2,4,2,2,5,2,5,2,2,5,5,2,1,5,3,3,3,2,3,3,3,3,2,3,4,3,2,4,3,2,3,4,3,2,3,5,4,1,2,3,3,4,3,2,2,2,4,4,4,3,4,2,3,4,4,4,4,3,4,5,6,6,5,6,5,6,6,4,5,4,4,5,5,4,5,2,3,3,2,4,4,3,3,2,4,3,3,1,3,2,2,2,1,2,3,1,1,4,2,1,1,2,3,4,2,3,1,2,4,2,1,2,2,1,4,1,3,1,45,male,8,I read the instructions,2,3.166666667,3,3.238095238,5.75,5.5,3,4.5,2.205882353,1.75,4,1.777777778,2.75,5
3,2,5,2,4,1,4,5,2,4,2,5,5,4,3,2,3,4,4,4,2,1,4,2,4,2,3,5,4,4,1,4,4,2,2,2,2,4,2,5,3,5,3,2,2,2,3,2,4,3,3,3,2,3,3,3,3,2,5,2,4,2,2,2,6,4,3,3,3,4,4,3,3,4,3,3,5,5,5,4,5,2,4,5,5,5,4,5,5,7,6,5,4,3,1,3,4,4,5,6,4,6,7,6,5,4,6,1,5,5,7,5,5,2,1,3,3,1,3,3,1,1,1,3,3,1,3,3,1,2,2,2,3,3,4,1,1,3,3,1,1,4,1,1,3,1,2,1,36,female,8,I read the instructions,2,3,3.166666667,4.095238095,2.75,5.5,4.75,5.375,2.088235294,1.875,3.222222222,4.333333333,2.75,3.5
2,4,4,4,4,2,3,4,2,3,3,4,4,2,4,4,4,3,4,4,2,4,4,4,3,2,4,3,2,4,2,4,4,2,2,4,4,4,2,4,4,4,4,4,3,3,4,2,3,2,2,3,3,2,3,3,4,3,4,3,4,3,3,4,3,4,3,3,4,2,3,3,2,3,3,4,2,3,3,3,3,2,4,2,4,4,4,4,3,3,5,5,5,5,2,3,3,4,5,4,5,4,4,3,5,5,4,5,4,3,4,5,4,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,28,male,8,I read the instructions,2,3,3.416666667,3.095238095,3.25,4.5,4.25,4.25,2.117647059,2.625,3.888888889,3.777777778,2.75,3.6
2,5,5,1,5,1,5,4,2,5,5,5,5,3,5,5,5,5,1,5,1,5,5,3,5,5,5,5,4,5,3,5,5,3,2,4,5,5,3,4,1,5,2,4,2,3,2,1,3,2,3,3,1,4,3,2,4,4,4,4,3,4,3,3,4,4,3,2,4,3,5,2,5,5,5,1,4,4,5,3,4,2,2,3,3,4,4,4,3,2,2,3,2,4,4,3,4,4,4,4,4,3,3,4,4,4,5,4,4,4,5,5,5,3,2,3,2,2,3,3,3,3,2,1,3,1,1,1,2,2,2,3,3,2,3,2,2,2,2,2,3,2,3,1,2,1,1,2,37,MALE,8,I read the instructions,2,2.666666667,3.5,3.571428571,3.75,2.25,4.5,3.75,2.147058824,3.25,5,4.555555556,2.5,4.1
2,1,3,4,4,2,2,3,4,4,2,3,3,5,4,2,2,3,5,5,2,2,3,4,4,2,2,3,4,5,2,2,3,4,3,2,3,3,5,5,5,2,4,5,3,2,4,2,2,3,3,3,2,4,2,3,1,3,2,1,3,3,3,3,4,5,3,2,2,3,3,4,3,4,2,4,4,4,3,4,4,3,4,4,3,3,4,4,4,5,5,6,4,3,3,3,4,5,5,6,5,6,5,6,5,6,6,6,5,6,6,6,5,2,4,3,3,2,3,3,2,1,2,1,3,2,1,3,3,1,3,2,3,4,3,3,3,4,3,2,2,1,3,2,3,1,3,1,40,male,8,I read the instructions ,2,3,2.75,3.476190476,3.25,5,5.75,5.375,2.470588235,2,2.111111111,3.111111111,4.375,4.4
5,1,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,1,5,4,1,6,3,4,6,4,1,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,26,MALE,8,I read the instructions,2,5.416666667,3.5,3.19047619,5.5,7,7,7,4,3.5,3.666666667,4.555555556,3,4.6
5,4,5,1,5,5,4,5,2,5,4,5,5,1,5,5,5,4,1,5,5,4,4,2,5,4,5,5,1,4,5,5,5,1,3,5,5,5,1,5,5,5,4,4,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,5,3,4,5,4,5,5,4,3,4,4,5,5,5,5,3,5,5,4,5,5,4,5,5,4,2,3,4,2,6,7,6,7,7,6,7,6,5,6,5,5,6,5,7,6,1,3,2,2,4,3,4,3,2,2,3,3,1,1,3,2,2,2,3,4,3,2,3,4,2,3,1,2,3,4,1,3,3,2,2,32,Male,8,I read the instructions,2,1.583333333,1.333333333,4.428571429,2.75,4.5,5.625,6.5,2.529411765,4.75,4.666666667,4.666666667,1.25,4.6
1,2,5,1,5,1,5,4,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,5,2,5,2,4,5,5,5,1,1,5,5,5,1,5,1,5,5,5,2,1,1,2,1,2,1,3,1,2,2,1,4,1,6,1,6,6,5,6,5,6,5,6,4,2,5,1,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,7,7,7,7,1,1,1,1,6,6,7,5,1,7,3,6,6,6,7,4,5,7,1,7,4,3,3,4,4,1,4,3,4,1,4,4,4,4,3,4,4,4,4,4,2,3,4,4,4,3,3,4,4,4,4,4,1,4,2,33,MALE,8,I read the instructions,2,1.833333333,4.75,4.333333333,1,7,5.375,5.125,3.470588235,3.5,4.333333333,4.888888889,2,4.1
2,4,5,4,5,2,5,4,3,5,2,5,5,2,5,4,4,5,2,5,2,4,2,3,4,5,4,5,5,5,2,4,5,1,5,2,4,5,2,5,4,5,4,4,3,3,3,3,3,3,2,3,3,3,3,2,2,3,1,1,1,1,1,1,4,5,2,1,3,3,4,4,4,4,5,4,4,4,5,4,4,4,5,5,5,5,4,4,5,6,7,7,3,5,5,5,5,7,5,5,5,5,5,6,5,5,5,4,5,5,4,5,5,2,3,3,3,1,3,3,2,2,1,2,2,1,3,3,1,2,2,3,3,4,2,2,1,2,2,1,2,3,3,3,4,1,3,1,31,31,8,I read the instructions,2,3.083333333,1.916666667,4.238095238,5,5.75,4.75,5.375,2.294117647,2.625,4.333333333,4.444444444,2.75,4.7
3,3,2,4,4,2,3,2,3,3,3,3,3,4,4,4,3,3,4,4,3,4,2,2,4,3,2,4,4,4,2,4,4,2,2,4,3,4,4,4,2,4,3,3,3,4,3,4,4,3,4,4,3,4,2,3,5,5,5,4,4,4,4,3,5,4,3,5,2,3,4,3,4,3,4,2,3,3,4,3,4,4,3,4,4,3,4,2,4,4,5,5,6,6,4,5,6,5,4,6,5,6,4,6,5,5,6,4,5,6,4,6,5,3,2,3,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,2,3,2,1,24,Male,8,I read the instructions,2,3.75,4.25,3.333333333,5.25,5,5.125,5.125,2.588235294,3,3.222222222,3,3.375,3.4
1,3,4,2,2,1,4,5,3,5,2,5,5,4,3,2,4,4,4,5,1,4,3,2,1,1,4,4,4,2,1,4,4,5,1,1,4,5,4,3,2,4,4,2,2,2,3,1,3,3,3,2,1,4,3,3,4,5,5,4,5,4,5,4,3,4,4,2,3,2,4,3,4,4,4,2,3,4,2,3,4,2,4,3,4,4,4,4,5,7,7,7,7,7,5,4,7,5,6,6,5,5,6,6,6,5,6,7,7,6,7,7,7,2,1,3,2,1,2,4,1,1,1,1,3,2,2,3,1,1,4,3,2,4,3,2,3,3,3,1,1,1,3,1,3,1,2,1,31,F,8,I read the instructions.,2,2.666666667,4.083333333,3.428571429,5.75,7,6.5,5.625,2.088235294,1.25,4,4.222222222,3.5,2.6
2,2,4,4,4,2,4,2,4,4,1,4,4,4,2,1,2,4,4,5,2,2,5,2,4,4,2,4,5,4,2,4,4,4,2,4,2,4,4,4,2,4,4,2,2,2,2,2,2,3,3,2,1,3,2,1,3,3,1,3,2,3,3,3,3,4,2,1,3,3,3,3,3,2,2,3,2,5,3,4,4,2,4,4,4,2,4,4,4,6,6,5,5,6,3,6,6,3,2,5,5,4,2,4,4,4,4,5,4,4,5,3,4,2,3,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,27,male,8,I read the instructions,2,2.25,2.583333333,3.238095238,5.25,5.5,4.125,3.625,1.264705882,2.25,2.888888889,3.888888889,3.875,3.3
2,2,3,4,3,3,3,2,3,3,2,3,3,3,3,4,2,4,4,4,3,4,2,4,3,4,2,2,4,3,4,4,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,4,4,3,2,2,3,3,4,3,3,4,4,3,2,3,2,4,4,3,5,4,3,2,2,1,4,3,3,3,2,3,3,2,3,4,3,2,1,2,4,3,2,5,4,5,5,5,6,5,4,4,5,5,3,4,4,5,6,4,4,5,5,4,4,7,6,2,3,4,4,2,3,4,4,3,3,3,3,3,2,3,3,3,3,2,3,3,4,4,3,4,3,2,3,3,3,4,3,3,2,1,25,f,8,I read the instructions,2,3.333333333,3.416666667,2.619047619,5,4.75,4.875,4.5,3.058823529,3.125,3,2.888888889,3.5,3.3
4,4,3,2,2,2,3,4,2,3,4,2,5,3,2,4,2,4,2,4,4,4,1,3,4,2,4,4,2,3,2,2,3,4,3,4,2,4,2,4,2,4,4,2,1,1,1,1,1,1,2,1,3,1,1,1,3,3,3,1,4,4,4,4,3,5,1,2,5,2,3,3,2,1,1,4,1,1,1,1,1,1,4,1,1,1,1,2,1,2,4,3,5,6,2,4,5,4,5,3,5,3,4,3,5,5,6,4,3,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,24,Male,8,I read the instructions,2,1.333333333,3.083333333,1.80952381,4.25,3.5,4.5,4,1.029411765,3.25,3,3.555555556,2.5,2.9
2,3,5,3,4,3,4,5,4,5,2,5,5,4,5,2,4,5,4,4,2,1,4,4,4,3,3,5,4,4,3,4,5,4,3,2,2,4,4,4,4,5,4,3,2,2,3,2,2,2,3,2,2,3,2,2,2,3,4,2,2,3,2,3,4,4,2,1,3,4,4,4,4,4,2,3,5,5,5,3,3,2,3,5,3,3,3,5,4,5,4,4,5,3,4,5,3,6,6,6,5,5,5,6,5,6,5,6,5,6,6,6,5,2,3,2,2,1,2,2,2,2,1,2,3,1,2,2,2,2,1,2,2,1,2,2,1,2,3,1,3,2,1,1,3,1,2,1,27,Male,8,I read the instructions,2,2.416666667,2.666666667,3.666666667,3.75,4.5,5.625,5.5,1.852941176,2.375,3.444444444,4.666666667,3.875,4
3,4,4,2,4,4,4,3,2,4,4,5,4,2,4,4,4,3,2,4,3,4,3,2,4,4,4,4,2,4,3,4,4,2,3,3,4,4,2,4,4,4,4,3,2,2,3,2,2,4,3,2,2,3,3,2,2,2,4,4,4,4,3,4,4,3,4,2,3,2,4,4,4,3,4,2,3,4,4,2,4,2,4,3,4,4,4,4,4,5,5,6,4,3,2,5,3,5,5,4,4,5,4,5,4,4,5,5,4,5,4,5,4,2,2,3,2,2,2,3,2,2,1,2,2,1,2,3,2,4,3,2,3,2,2,3,2,2,3,3,2,3,2,1,2,2,2,1,34,male,8,I read the instructions,2,2.666666667,3.333333333,3.428571429,3.25,5,4.5,4.5,2.235294118,3.5,4.111111111,3.666666667,2,3.8
2,5,5,1,4,1,5,2,3,5,5,5,5,1,4,4,5,5,4,4,1,5,5,2,4,1,5,5,1,4,2,5,5,3,1,2,5,5,5,4,4,5,2,3,3,3,2,2,3,3,4,3,4,3,4,2,3,3,1,6,2,1,4,1,2,4,1,3,3,4,5,5,4,4,5,3,3,4,4,3,5,3,4,4,5,5,5,4,5,5,4,4,4,4,2,5,3,5,6,5,6,6,5,7,6,5,6,7,5,4,4,6,5,3,2,3,4,3,3,4,2,2,3,3,4,2,2,3,4,4,2,4,3,2,3,2,3,2,3,4,2,4,2,2,4,3,4,1,42,Male,8,I read the instructions,2,3.25,2.583333333,4.142857143,3.5,4.25,5.25,5.75,2.941176471,2.25,5,4.333333333,2.5,3.7
2,2,4,5,4,2,2,2,4,4,2,3,3,4,4,2,2,2,4,4,2,2,3,4,3,4,2,2,5,5,2,2,2,5,4,2,2,3,4,4,4,3,2,4,3,3,3,2,4,4,4,4,2,3,4,3,4,4,4,4,4,5,4,4,4,4,5,4,3,2,2,3,3,2,3,3,3,4,3,3,2,2,3,2,2,2,2,2,2,4,4,3,2,6,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,1,2,1,1,3,3,2,2,3,2,2,1,3,2,3,3,2,1,2,2,2,3,1,3,2,45,male,8,I read the instructions,2,3.583333333,4.166666667,2.523809524,4.75,3.25,2,2,2.088235294,2.25,2.222222222,2.555555556,4.375,4
4,2,4,2,4,3,3,3,2,4,4,2,4,4,4,4,1,2,1,4,2,4,4,2,4,2,2,4,2,2,2,4,5,2,2,4,4,4,2,4,4,2,5,4,3,3,4,2,3,2,2,2,3,4,3,3,2,2,4,3,4,1,4,2,3,3,1,5,5,2,2,3,3,2,3,4,4,3,2,3,2,3,2,2,3,3,2,4,2,5,4,6,5,5,2,4,5,5,4,6,4,5,5,4,5,5,4,6,5,5,6,4,5,2,3,2,3,3,2,2,3,2,2,2,2,3,3,2,3,3,2,3,3,4,2,2,4,4,3,3,3,2,3,2,3,1,1,1,20,Male,8,I read the instructions,2,3,2.833333333,2.80952381,4,5,5,4.75,2.558823529,3.125,2.666666667,3.888888889,2.125,3.6
